,year,selling_price,km_driven,mileage,engine,max_power,seats
1126,2016,525000,40000,26.59,1248,74.0,5
1127,2020,830000,120000,15.1,2179,152.87,7
1128,2011,250000,60000,21.1,1248,73.9,5
1129,2014,450000,110000,15.96,2523,63.0,9
1130,2016,745000,67000,15.4,1997,120.0,7
1131,2010,144000,50000,20.0,1399,68.0,5
1132,2008,120000,40000,18.2,1061,64.0,5
1133,2003,300000,98000,10.5,2179,120.0,8
1134,2015,475000,120000,23.59,1364,67.05,5
1135,1994,45000,60000,16.1,796,37.0,4
1136,2017,775000,80000,24.3,1248,88.5,5
1137,2015,700000,50000,20.77,1248,88.76,7
1138,2017,869999,70000,21.5,1497,108.5,5
1139,2006,155000,110000,14.9,1991,112.2,5
1140,2019,550000,30000,23.84,1199,83.83,5
1141,2016,600000,80000,26.59,1248,74.0,5
1142,2012,430000,110000,19.3,1248,73.9,5
1143,2003,120000,120000,17.3,993,60.0,5
1144,2014,565000,70000,18.6,1197,81.83,5
1145,2018,850000,60000,22.54,1396,88.76,5
1146,2006,160000,90000,19.7,796,46.3,5
1147,2011,450000,90000,12.05,2179,120.0,8
1148,2015,310000,50000,19.81,1086,68.05,5
1149,2013,250000,90000,25.8,1498,98.6,5
1150,2015,420000,115000,26.59,1248,74.0,5
1151,2013,330000,150000,15.0,1396,98.6,5
1152,2015,405000,68000,20.4,1197,81.8,5
1153,2013,400000,90000,15.96,2523,62.1,7
1154,2010,409999,110000,15.6,1497,116.3,5
1155,2013,500000,70000,15.96,2523,62.1,7
1156,2006,80000,118000,19.43284223558543,1435,88.10307019094766,5
1157,2007,135000,100000,19.81,1086,68.05,5
1158,2004,45000,77000,16.1,796,37.0,4
1159,2018,650000,35500,28.4,1248,74.02,5
1160,2018,400000,17500,20.51,998,67.04,5
1161,2017,350000,27000,23.95,998,67.05,5
1162,2016,350000,25000,20.51,998,67.04,5
1163,2015,459999,80000,26.59,1248,74.0,5
1164,2012,185000,60000,19.7,796,46.3,5
1165,2013,550000,38000,22.07,1199,73.9,5
1166,2012,300000,100000,26.2,998,58.2,5
1167,2011,900000,110000,12.8,2494,102.0,8
1168,2016,900000,92000,21.9,1498,98.6,7
1169,2012,550000,180000,15.96,2523,62.1,9
1170,2018,625000,10000,21.4,1197,83.1,5
1171,2017,310000,35000,24.7,796,47.3,5
1172,2017,500000,35000,28.4,1248,74.0,5
1173,2016,610000,23000,24.0,1120,70.0,5
1174,2012,150000,150000,19.09,1396,69.0,5
1175,2015,480000,70000,24.4,1120,71.0,5
1176,2017,650000,40000,18.6,1197,81.83,5
1177,2012,290000,100000,21.9,1396,90.0,5
1178,2017,300000,50000,24.7,796,47.3,5
1179,2010,270000,120000,19.3,1248,73.9,5
1180,2015,400000,60000,24.4,1120,71.0,5
1181,2015,280000,28000,22.74,796,47.3,5
1182,2009,250000,60000,17.5,1298,85.8,5
1183,2018,3250000,12000,10.91,3198,197.0,7
1184,2019,700000,4500,19.5,1199,88.76,5
1185,2013,310000,70000,25.0,1396,69.0,5
1186,2017,650000,120000,19.87,1461,83.8,5
1187,2015,600000,80000,19.0,1199,88.7,5
1188,2009,150000,150000,11.57,2179,138.1,7
1189,2009,135000,120000,15.7,1390,75.0,5
1190,2014,650000,50000,23.4,1248,74.0,5
1191,2012,550000,83000,16.8,1497,116.3,5
1192,2017,650000,20000,28.4,1248,74.02,5
1193,2018,2900000,49000,12.9,2755,174.5,7
1194,2017,450000,6750,18.5,1198,86.8,5
1195,2017,430000,52000,17.0,1197,81.86,5
1196,2017,1143000,51000,17.01,1582,126.2,5
1197,2019,700000,20000,22.0,1197,81.8,5
1198,2011,229999,18500,18.5,1197,85.8,5
1199,2017,509999,142000,18.49,1493,100.0,7
1200,2016,670000,50478,15.85,1499,110.4,5
1201,2016,515000,40000,19.87,1461,83.8,5
1202,2019,270000,2300,22.7,799,53.64,5
1203,2016,300000,40000,22.74,796,47.3,5
1204,2012,250000,119000,14.0,2489,95.0,8
1205,2017,750000,100000,24.52,1248,88.5,7
1206,2009,135000,50000,18.9,1061,67.0,5
1207,2018,740000,15000,17.0,1198,108.5,5
1208,2017,4100000,17000,9.5,3604,280.0,5
1209,2018,1000000,4295,17.1,1496,105.5,5
1210,2018,1000000,5229,17.1,1496,105.5,5
1211,2019,550000,4701,20.7,1197,81.86,5
1212,2016,600000,6757,21.01,1197,81.8,5
1213,2016,675000,28182,14.3,1598,103.52,5
1214,2019,950000,11533,14.23,1498,104.55,5
1215,2017,850000,11688,17.8,1497,117.3,5
1216,2018,925000,23712,28.09,1248,88.5,5
1217,2015,625000,70670,16.5,1499,110.0,5
1218,2014,635000,79011,18.0,1497,117.3,5
1219,2018,590000,10000,18.9,1197,81.86,5
1220,2015,350000,58500,18.5,1197,85.8,5
1221,2018,575000,20000,21.4,1197,83.1,5
1222,2018,1575000,30000,17.6,2179,153.86,7
1223,2015,600000,63000,22.77,1498,98.59,5
1224,2016,720000,35000,15.96,2523,62.1,7
1225,2012,158000,110000,19.09,1396,69.0,5
1226,2018,1575000,25000,17.6,2179,153.86,7
1227,2017,580000,30000,17.36,1197,81.86,5
1228,2018,1200000,35000,17.3,1497,121.0,8
1229,2018,350000,30000,23.01,999,67.0,5
1230,2014,650000,56000,17.4,1497,117.3,5
1231,2017,400000,12700,20.51,998,67.04,5
1232,2018,700000,35000,21.5,1497,108.5,5
1233,2017,520000,30000,19.1,1197,82.0,5
1234,2012,450000,120000,12.05,2179,120.0,9
1235,2017,850000,100000,14.1,2179,147.94,7
1236,2017,350000,34000,25.17,799,53.3,5
1237,2011,450000,56000,13.0,2489,95.0,8
1238,2008,165000,90000,19.81,1086,68.05,5
1239,2010,160000,65000,17.92,1086,62.1,5
1240,2011,300000,80000,13.93,2179,138.0,7
1241,2012,550000,90000,12.05,2179,120.0,8
1242,2015,285000,40000,23.95,998,67.05,5
1243,2016,850000,58000,19.67,1582,126.2,5
1244,2018,900000,25000,19.34,1462,103.0,7
1245,2016,220000,100000,21.1,814,55.2,5
1246,2013,120000,120000,22.3,1248,74.0,5
1247,2010,220000,90000,17.0,1197,80.0,5
1248,2013,420000,46815,22.1,1248,76.9,5
1249,2015,250000,80000,21.1,814,55.2,5
1250,2013,385000,100000,20.77,1248,88.8,7
1251,2014,318000,80000,20.51,998,67.06,5
1252,2015,330000,70000,23.1,998,67.04,5
1253,2011,152000,80000,17.0,1405,71.0,5
1254,2014,250000,40000,22.74,796,47.3,5
1255,2011,300000,60000,18.06,1198,75.0,5
1256,2017,550000,50000,18.6,1197,81.83,5
1257,2016,650000,30000,22.54,1396,88.73,5
1258,2017,445000,25000,18.9,1197,82.0,5
1259,2010,450000,334000,12.8,2494,102.0,7
1260,2016,600000,100000,17.45,1493,100.0,7
1261,2014,495000,175000,19.01,1461,108.45,5
1262,2011,220000,65000,12.6,1586,103.3,5
1263,2009,150000,90000,17.92,1086,62.1,5
1264,2011,200000,80000,20.0,1399,68.0,5
1265,2018,1465000,110000,16.36,2179,140.0,7
1266,2012,285000,80000,19.43284223558543,1435,88.10307019094766,5
1267,2008,250000,60000,20.0,1339,108.5,5
1268,2010,600000,100875,11.79,2179,120.0,8
1269,2016,500000,30000,20.85,1197,83.14,5
1270,2013,270000,118000,24.0,1120,70.0,5
1271,2013,420000,69000,22.32,1582,126.32,5
1272,2015,434999,25000,20.85,1197,83.14,5
1273,2015,400000,100000,16.9,1197,81.86,5
1274,2015,470000,110000,26.59,1248,74.0,5
1275,2015,480000,60000,20.45,1461,83.8,5
1276,2008,105000,128000,0.0,1086,62.0,5
1277,2017,325000,120000,27.28,1047,69.0,5
1278,2020,675000,5000,20.7,1197,81.86,5
1279,2009,170000,90000,20.36,1197,78.9,5
1280,2017,1250000,90000,19.67,1582,126.2,5
1281,2012,600000,144030,12.8,2354,177.6,5
1282,2014,819999,200000,25.1,1498,98.6,5
1283,2016,650000,29000,18.6,1197,81.83,5
1284,2007,105000,90000,17.3,1061,57.5,5
1285,2009,200000,176000,17.0,1461,66.0,5
1286,2013,200000,150000,19.09,1396,69.0,5
1287,2016,220000,90000,16.8,796,34.2,8
1288,2014,500000,70000,15.04,1598,103.2,5
1289,2007,175000,99000,19.2,1461,65.0,5
1290,2018,450000,5000,23.84,1199,84.0,5
1291,2008,210000,90000,16.52,1991,123.7,5
1292,2006,110000,88000,16.8,1405,62.0,5
1293,2015,480000,30000,26.59,1248,74.0,5
1294,2016,650000,50000,26.59,1248,74.0,5
1295,2013,480000,80000,23.4,1248,74.0,5
1296,2016,700000,40000,22.54,1396,88.73,5
1297,2015,650000,110000,20.77,1248,88.76,7
1298,2015,1300000,48000,19.67,1582,126.2,5
1299,2016,1350000,97000,16.96,1968,138.03,5
1300,2016,1000000,60000,22.15,1498,108.6,5
1301,2011,1700000,110000,0.0,2987,165.0,5
1302,2018,1080000,12800,17.8,1496,105.5,5
1303,2012,170000,40000,21.1,814,55.2,5
1304,2017,610000,49000,28.4,1248,74.0,5
1305,2014,350000,25000,18.5,1197,85.8,5
1306,2015,700000,20000,20.4,1248,91.7,5
1307,2018,678000,17000,18.78,999,75.0,5
1308,2014,400000,120000,23.59,1364,67.04,5
1309,2010,300000,49000,18.5,1197,80.0,5
1310,2016,520000,29000,18.6,1197,81.83,5
1311,2017,850000,55000,19.61,1461,108.5,5
1312,2017,830000,35000,21.5,1497,108.5,5
1313,2018,430000,5000,20.63,1198,67.0,5
1314,2017,850000,60000,22.77,1498,98.59,5
1315,2017,650000,70000,20.85,1197,83.14,5
1316,2008,120000,120000,16.8,1493,110.0,5
1317,2016,730000,65100,18.49,1493,100.0,7
1318,2019,525000,20000,20.89,1197,81.8,5
1319,2015,600000,108000,21.19,1396,88.73,5
1320,2019,500000,15000,21.21,1197,81.8,5
1321,2009,150000,77000,17.92,1086,62.1,5
1322,2015,409999,18500,20.51,998,67.04,5
1323,2015,290000,15200,25.17,799,53.3,5
1324,2015,500000,35000,17.3,1497,117.3,7
1325,2011,475000,80000,22.32,1582,126.32,5
1326,2013,190000,70000,21.1,814,55.2,5
1327,2014,750000,80000,15.1,2179,140.0,7
1328,2014,525000,120000,19.01,1461,108.5,5
1329,2012,495000,82000,17.3,1998,163.7,5
1330,2010,321000,60000,16.8,1497,118.0,5
1331,2017,585000,50000,17.71,1197,78.9,5
1332,2011,225000,70000,20.0,1399,68.0,5
1333,2017,500000,70000,25.8,1498,98.6,5
1334,2011,350000,90000,23.0,1396,90.0,5
1335,2016,756000,70000,24.52,1248,88.5,7
1336,2014,240000,50000,22.74,796,47.3,5
1337,2012,80000,120000,19.7,796,35.0,8
1338,2019,800000,5000,17.19,1197,81.86,5
1339,2018,1250000,25000,17.6,2179,147.94,7
1340,2009,320000,80000,12.05,2179,120.0,7
1341,2017,509999,25000,18.9,1197,82.0,5
1342,2008,110000,80000,19.7,796,46.3,5
1343,2017,555000,52000,21.66,1498,108.62,5
1344,2016,375000,80000,25.32,1198,77.0,6
1345,2011,290000,77000,19.43284223558543,1435,88.10307019094766,5
1346,2017,720000,30000,17.5,1199,88.7,5
1347,2017,800000,70000,24.52,1248,88.5,7
1348,2011,240000,120000,13.93,2179,138.1,7
1349,2016,377000,80000,25.83,1498,99.0,5
1350,2013,450000,140000,16.02,1373,93.7,7
1351,2008,160000,100000,13.9,1599,103.2,5
1352,2019,525000,100000,20.14,1197,81.86,5
1353,2011,550000,168000,12.8,2494,102.0,8
1354,2010,270000,120000,18.3,1991,147.9,5
1355,2016,570000,145000,23.59,1364,67.05,5
1356,2011,225000,90000,20.0,1399,68.0,5
1357,2019,590000,90000,20.14,1197,81.86,5
1358,2018,1675000,80000,17.1,1956,170.0,5
1359,2019,800000,33000,19.4,1194,94.93,5
1360,2014,450000,13500,18.2,1199,82.4,5
1361,2012,300000,80000,17.0,1405,70.0,5
1362,2017,645000,20000,18.6,1197,81.83,5
1363,2013,520000,58000,23.4,1248,74.0,5
1364,2015,700000,30000,17.4,1497,117.3,5
1365,2000,45000,50000,16.1,796,37.0,4
1366,2016,459999,73000,25.83,1498,99.0,5
1367,2014,325000,90000,23.2,1248,73.94,5
1368,2015,350000,50000,20.51,998,67.04,5
1369,2011,440000,80000,22.32,1582,126.3,5
1370,2011,320000,70000,21.9,1396,90.0,5
1371,2011,169000,41000,18.0,995,62.0,5
1372,2013,350000,50000,16.47,1198,73.9,5
1373,2014,350000,113226,19.68,1399,67.0,5
1374,2013,310000,90000,20.0,1399,68.1,5
1375,2007,150000,70000,19.43284223558543,1435,88.10307019094766,5
1376,2010,420000,160500,13.5,2179,115.0,5
1377,2015,685000,30000,19.12,1373,91.1,5
1378,2014,560000,132000,19.72,1461,108.45,5
1379,2013,470000,120000,22.9,1248,74.0,5
1380,2011,380000,80000,16.2,1599,103.2,5
1381,2015,670000,57000,15.4,1997,120.0,7
1382,2016,749000,25000,17.01,1591,121.3,5
1383,2015,899000,80000,19.67,1582,126.2,5
1384,2011,290000,88000,16.52,1991,123.7,5
1385,2014,869999,217000,12.99,2494,100.6,7
1386,2015,350000,60000,20.62,1198,67.0,7
1387,2017,500000,43000,20.85,1197,83.14,5
1388,2014,400000,77000,21.66,1498,103.6,5
1389,2015,220000,40000,22.74,796,47.3,5
1390,2014,190000,139000,18.2,1248,73.8,8
1391,2016,400000,80000,18.9,1197,82.0,5
1392,2014,170000,76000,25.44,936,56.3,5
1393,2007,60000,62000,16.1,796,37.0,4
1394,2007,300000,110000,12.0,2092,127.0,7
1395,2012,125000,40000,16.2,995,62.1,5
1396,2013,130000,120000,19.43284223558543,1435,88.10307019094766,5
1397,2012,500000,1500000,15.1,2179,140.0,7
1398,2011,170000,70000,19.7,796,46.3,5
1399,2012,310000,77000,19.3,1248,73.9,5
1400,2011,130000,110000,18.0,995,62.0,5
1401,2016,465000,20000,20.51,998,67.04,5
1402,1995,160000,90000,19.43284223558543,1435,88.10307019094766,5
1403,2005,800000,120005,11.0,2987,198.5,5
1404,2012,260000,16830,20.2,998,67.1,5
1405,2013,500000,70000,15.96,2523,63.0,9
1406,2017,325000,38000,23.01,999,67.0,5
1407,2013,400000,80000,15.96,2523,63.0,9
1408,2018,3200000,50000,14.24,2755,174.5,7
1409,2007,200000,50000,17.88,1396,52.8,5
1410,2013,450000,52000,17.21,1493,100.0,7
1411,2012,229999,50000,17.0,1405,70.0,5
1412,2016,340000,30000,21.1,814,55.2,5
1413,2014,550000,103000,15.96,2523,62.1,7
1414,2010,225000,80000,14.0,1595,102.0,5
1415,2012,259000,35000,23.03,1396,69.0,5
1416,2018,3200000,60000,15.04,2755,174.5,7
1417,2018,1400000,30000,16.0,1997,140.0,7
1418,2015,416000,40000,17.01,1499,110.4,5
1419,2011,250000,70000,19.0,1248,90.0,5
1420,2010,210000,120000,21.12,1248,88.8,5
1421,2008,290000,120000,12.05,2179,120.0,8
1422,2012,220000,90000,23.03,1396,69.0,5
1423,2018,260000,30000,16.8,796,34.2,8
1424,2018,1050000,70000,21.38,1396,88.7,5
1425,2016,550000,20000,20.4,1197,81.8,5
1426,2017,450000,70000,19.09,1405,69.01,5
1427,2016,773000,65000,17.8,1497,117.3,5
1428,2017,450000,25000,23.84,1199,84.0,5
1429,2019,409999,10000,15.37,1196,73.0,5
1430,2014,600000,80000,11.07,2496,179.5,5
1431,2010,250000,63000,18.6,1199,79.4,5
1432,2008,70000,100000,16.8,1405,62.0,5
1433,2018,430000,16589,20.51,998,67.04,5
1434,2016,675000,53201,17.8,1497,117.3,5
1435,2017,570000,25272,21.01,1197,81.8,5
1436,2017,850000,53619,24.3,1248,88.5,5
1437,2018,640000,6001,15.9,1496,120.69,5
1438,2013,250000,80000,19.09,1405,69.01,5
1439,2018,1250000,12000,19.6,1461,108.45,5
1440,2017,750000,40000,22.54,1396,88.73,5
1441,2010,320000,130000,17.8,1248,75.0,5
1442,2011,600000,202000,17.67,1968,138.08,5
1443,2018,1000000,40000,28.09,1248,88.5,5
1444,2000,110000,70000,17.3,993,60.0,5
1445,2008,250000,120000,17.7,1497,78.0,5
1446,2015,600000,60000,26.59,1248,74.0,5
1447,2006,120000,120000,19.7,796,46.3,5
1448,2003,65000,90000,16.1,796,37.0,4
1449,2006,150000,100000,19.7,796,46.3,5
1450,2004,170000,160000,13.1,1493,82.0,5
1451,2005,100000,100000,13.1,1493,82.0,5
1452,2013,599000,60000,20.77,1248,88.76,7
1453,2010,250000,135000,18.3,1991,147.9,5
1454,2016,570000,90000,20.4,1197,81.8,5
1455,2013,440000,75000,22.07,1199,73.9,5
1456,2005,300000,185000,11.4,2494,100.6,7
1457,2015,300000,71717,19.34,1198,76.0,5
1458,2011,500000,150000,11.79,2179,120.0,8
1459,2016,660000,55000,26.59,1248,74.0,5
1460,2012,256000,90000,15.3,1596,99.6,5
1461,2018,409999,35000,23.01,999,67.0,5
1462,2015,1888000,120000,12.55,2982,168.5,7
1463,2011,250000,100000,13.45,1086,62.1,5
1464,2009,280000,40000,12.9,1799,130.0,5
1465,2010,300000,100000,13.0,2489,95.0,8
1466,2016,900000,120000,14.1,2179,147.94,5
1467,2014,190000,60000,19.0,998,67.1,5
1468,2019,800000,2000,15.96,2523,63.0,9
1469,2012,450000,100000,14.0,2523,75.0,8
1470,2015,400000,110000,14.95,2489,93.7,7
1471,2011,200000,84321,23.57,1396,70.0,5
1472,2013,600000,177000,15.1,2179,140.0,7
1473,2010,175000,60000,18.0,1248,75.0,5
1474,2008,99000,205000,19.09,1396,69.0,5
1475,2008,215000,70000,20.36,1197,78.9,5
1476,2011,190000,70000,19.43284223558543,1435,88.10307019094766,5
1477,2013,520000,126000,19.01,1461,108.45,5
1478,2016,2280000,120000,10.91,3198,197.0,7
1479,2015,285000,70000,19.1,1405,70.0,5
1480,2017,660000,82000,18.49,1493,100.0,7
1481,2004,31504,110000,16.1,796,37.0,4
1482,2015,515000,45000,20.85,1197,83.14,5
1483,2012,295000,70000,21.64,1461,84.8,5
1484,2015,700000,80000,20.45,1461,83.8,5
1485,2017,1100000,45000,15.4,2179,120.0,7
1486,2017,300000,60000,20.3,998,68.05,5
1487,2013,450000,41800,18.6,1197,85.8,5
1488,2010,135000,132000,19.43284223558543,1435,88.10307019094766,5
1489,2017,700000,50000,28.4,1248,74.02,5
1490,2012,250000,40000,20.0,1399,68.0,5
1491,2009,140000,96000,18.9,1061,67.0,5
1492,2012,250000,117000,14.0,2498,112.0,8
1493,2011,210000,110000,19.81,1086,68.05,5
1494,2014,420000,100000,25.8,1498,98.6,5
1495,2007,130000,88700,19.7,796,46.3,5
1496,2012,320000,70000,16.95,1498,97.7,5
1497,2010,200000,110000,17.3,1061,64.0,5
1498,2016,310000,15000,22.74,796,47.3,5
1499,2012,200000,80000,20.8,1461,65.0,5
1500,2014,350000,50000,18.5,1197,85.8,5
1501,2018,444000,15000,21.1,814,55.2,5
1502,2017,300000,25000,22.7,799,53.64,5
1503,2011,225000,57000,21.0,1461,64.1,5
1504,2012,600000,75000,15.96,2523,62.1,7
1505,2013,260000,26000,15.37,1196,73.0,5
1506,2015,375000,160000,24.4,1120,71.01,5
1507,2010,150000,120000,19.7,796,46.3,5
1508,2014,110000,50000,19.7,796,46.3,5
1509,2012,225000,40000,19.7,796,46.3,5
1510,2011,400000,90000,19.43284223558543,1435,88.10307019094766,5
1511,2005,93000,120000,19.43284223558543,1435,88.10307019094766,5
1512,2017,860000,28000,17.8,1497,117.3,5
1513,2018,650000,50000,28.4,1248,74.02,5
1514,2016,710000,40000,24.8,1396,88.7,5
1515,2017,430000,113000,25.83,1498,99.0,5
1516,2011,305000,188000,17.8,1248,75.0,5
1517,2011,220000,100000,20.0,1399,68.0,5
1518,2017,660000,67000,18.49,1493,100.0,7
1519,2011,140000,70000,25.44,936,57.6,5
1520,2015,1100000,50000,14.28,1798,138.03,5
1521,2013,2450000,60000,16.36,2179,187.7,5
1522,2017,625000,34000,22.0,1498,108.495,5
1523,2004,198000,110000,12.8,1493,100.0,5
1524,2001,60000,71000,19.43284223558543,1435,88.10307019094766,5
1525,2012,540000,100000,16.8,1497,116.3,5
1526,2017,550000,10000,18.9,1197,81.86,5
1527,2018,475000,30000,21.63,998,67.04,5
1528,2017,2825000,22000,15.73,1968,174.33,5
1529,2020,2125000,5500,26.8,1597,118.0,5
1530,2018,3350000,18000,19.62,1998,190.0,5
1531,2018,1800000,20000,11.36,2755,171.5,8
1532,2018,540000,7000,20.3,1086,68.0,5
1533,2018,910000,20000,17.0,2596,80.8,5
1534,2019,484999,4875,21.63,998,67.04,5
1535,2020,1950000,2700,17.01,1582,126.2,5
1536,2015,365000,105000,25.83,1498,99.0,5
1537,2018,900000,26235,16.55,2498,105.0,6
1538,2017,919999,26766,21.5,1497,108.5,5
1539,2020,1900000,1600,13.96,1451,141.0,5
1540,2018,2950000,46000,15.8,2148,170.0,5
1541,2019,1075000,23000,17.3,1497,121.0,7
1542,2017,600000,24522,20.4,1197,81.8,5
1543,2017,3200000,13663,22.69,1995,190.0,5
1544,2019,2600000,11000,19.3,1968,141.0,5
1545,2016,839000,63000,24.3,1248,88.5,5
1546,2019,635000,2000,16.2,1199,74.0,5
1547,2014,550000,300000,12.05,2179,120.0,8
1548,2011,180000,190000,19.2,1461,65.0,5
1549,2015,650000,80000,26.0,1498,98.6,5
1550,2015,265000,54000,23.95,998,67.05,5
1551,2019,395000,5000,15.37,1196,73.0,7
1552,2015,700000,58945,18.49,1493,100.0,7
1553,2012,300000,90000,20.0,1399,68.0,5
1554,2013,625000,160000,20.77,1248,88.76,7
1555,2014,425000,80000,15.11,1598,103.6,5
1556,2004,55000,50000,16.1,796,37.0,4
1557,2015,459999,156975,15.96,2523,62.1,9
1558,2017,1594000,5000,21.43,1364,86.79,5
1559,2014,300000,50000,18.2,1199,82.4,5
1560,2013,484999,120000,12.05,2179,120.0,9
1561,2009,161000,120000,14.0,2498,112.0,8
1562,2015,500000,58000,17.19,1197,81.86,5
1563,2012,350000,50000,16.95,1498,97.7,5
1564,2017,550000,40000,20.89,1197,81.8,5
1565,2018,850000,7800,17.5,1199,88.7,5
1566,2016,240000,50000,22.74,796,47.3,5
1567,2011,950000,68000,13.1,2499,141.0,7
1568,2015,423000,60000,16.02,1373,93.7,7
1569,2005,90000,74000,12.8,1396,85.0,5
1570,2011,350000,58000,13.93,2179,138.1,7
1571,2011,170000,70000,19.0,998,66.1,5
1572,2015,450000,70000,18.16,1196,86.8,5
1573,2002,75000,80000,19.43284223558543,1435,88.10307019094766,5
1574,2016,511000,80000,22.54,1396,88.73,5
1575,2018,250000,110000,25.0,1396,69.0,5
1576,2020,420000,25000,21.63,998,67.04,5
1577,2014,180000,55000,22.74,796,47.3,5
1578,2015,400000,25000,27.62,793,47.0,5
1579,2016,500000,143200,25.83,1498,99.0,5
1580,2017,1689999,60000,17.1,1956,170.0,5
1581,2012,204999,120000,23.08,1461,63.1,5
1582,2014,459999,145000,26.21,1248,88.5,5
1583,2019,585000,8000,18.9,1197,81.86,5
1584,2012,551000,170000,13.1,2499,141.0,7
1585,2013,525000,100000,23.4,1248,74.0,5
1586,2012,160000,62000,14.0,796,35.0,5
1587,2014,825000,110000,15.1,2179,140.0,7
1588,2007,127000,137000,19.43284223558543,1435,88.10307019094766,5
1589,2015,600000,80000,13.58,2499,72.4,9
1590,2002,65000,80000,17.3,993,60.0,5
1591,2013,550000,100000,23.4,1248,74.0,5
1592,2015,650000,120000,15.96,2523,63.0,9
1593,2019,750000,24000,28.4,1248,74.02,5
1594,2017,380000,80000,25.32,1198,77.0,6
1595,2012,400000,138000,22.32,1582,126.32,5
1596,2003,50000,147000,18.9,998,67.1,5
1597,2017,750000,60000,18.49,1493,100.0,7
1598,2011,150000,80000,18.0,995,62.0,5
1599,2013,260000,189000,21.02,1248,88.76,5
1600,2014,411000,90000,21.21,1498,103.2,5
1601,2014,450000,56000,21.9,1396,88.76,5
1602,2012,1300000,140000,18.88,1995,184.0,5
1603,2016,351000,60000,23.1,998,67.04,5
1604,2012,550000,130000,15.1,2179,140.0,7
1605,2013,1300000,140000,18.88,1995,184.0,5
1606,2015,800000,35000,20.45,1461,83.8,5
1607,2011,350000,156000,11.57,2179,138.1,7
1608,2013,200000,90000,22.74,796,47.3,5
1609,2008,150000,60000,17.0,1405,70.0,5
1610,2016,800000,36000,19.01,1461,108.5,5
1611,2011,350000,160000,13.93,2179,138.0,7
1612,2006,250000,185000,12.7,2609,116.6,9
1613,2010,170000,110000,17.0,1405,71.0,5
1614,2018,395000,10800,25.17,799,53.3,5
1615,2019,500000,15000,20.89,1197,81.8,5
1616,2012,200000,67500,12.2,1948,68.0,10
1617,2017,1200000,30000,17.6,2179,153.86,7
1618,2016,400000,50000,25.32,1198,77.0,6
1619,2016,650000,100000,18.49,1493,100.0,7
1620,2016,550000,150000,15.96,2523,63.0,9
1621,2012,254999,30000,22.74,796,47.3,5
1622,2011,180000,60000,19.7,796,46.3,5
1623,2010,160000,255000,13.0,2489,95.0,8
1624,2008,225000,120000,16.52,1991,123.7,5
1625,2015,270000,49900,22.74,796,47.3,5
1626,2015,225000,71850,20.63,1198,67.0,5
1627,2015,300000,95000,21.2,1248,75.0,5
1628,2008,250000,70000,17.5,1298,85.8,5
1629,2011,180000,35000,21.1,814,55.2,5
1630,2015,550000,50000,20.85,1197,83.14,5
1631,2007,300000,120000,13.6,2523,63.0,7
1632,2015,900000,145000,22.7,1582,126.2,5
1633,2018,1530000,40000,16.0,2179,138.0,7
1634,2015,590000,110000,27.39,1248,74.0,5
1635,2008,170000,112000,17.3,1061,57.5,5
1636,2017,2600000,70000,20.38,1968,143.0,5
1637,2016,475000,110000,23.2,1248,73.94,5
1638,2018,700000,29000,24.0,1186,73.97,5
1639,2002,100000,120000,19.43284223558543,1435,88.10307019094766,5
1640,2012,440000,120000,11.79,2179,120.0,8
1641,2012,725000,159000,12.8,2494,102.0,7
1642,2012,325000,110000,15.96,2523,62.1,7
1643,2010,170000,75000,19.7,796,46.3,5
1644,2010,215000,120000,19.3,1248,73.9,5
1645,2010,350000,110000,17.0,1497,118.0,5
1646,2009,80000,80000,18.0,995,62.0,5
1647,2011,280000,85000,19.43284223558543,1435,88.10307019094766,5
1648,2014,335000,71000,21.64,1461,84.8,5
1649,2011,475000,108000,16.0,2179,140.0,7
1650,2015,484999,75000,19.87,1461,83.8,5
1651,2018,650000,22000,21.56,1462,103.25,5
1652,2014,1850000,76131,13.22,2967,241.4,5
1653,2018,700000,30000,18.6,1197,81.83,5
1654,2014,3000000,65000,12.07,2967,241.4,7
1655,2018,900000,60000,15.4,2523,75.0,7
1656,2013,350000,80000,22.07,1199,73.9,5
1657,2005,285000,80000,9.0,2997,218.0,5
1658,2012,1850000,70000,12.07,2967,241.4,7
1659,2017,750000,51777,24.3,1248,88.5,5
1660,2013,1650000,64788,0.0,2179,115.0,5
1661,2018,600000,20000,19.5,1199,88.76,5
1662,2018,565000,19000,18.78,999,75.0,5
1663,2000,86000,46951,18.5,796,53.0,5
1664,2016,329000,19000,20.63,1198,67.0,5
1665,2016,650000,50000,22.77,1498,98.59,5
1666,2015,822000,60000,19.67,1582,126.2,5
1667,2013,345000,100000,19.01,1461,108.45,5
1668,2001,30000,10000,17.3,993,60.0,5
1669,2012,330000,50000,22.9,1248,74.0,5
1670,2014,300000,74537,20.51,998,67.04,5
1671,2009,200000,90000,12.6,1586,103.3,5
1672,2010,90000,70000,18.0,995,62.0,5
1673,2010,200000,80000,18.9,1061,67.0,5
1674,2016,550000,35000,24.4,1120,71.0,5
1675,2015,250000,23500,18.6,1199,76.8,5
1676,2017,975000,82000,25.6,1498,97.9,5
1677,2014,900000,100000,12.99,2494,100.6,8
1678,2018,610000,15000,18.6,1197,81.83,5
1679,2017,620000,30000,27.39,1248,74.0,5
1680,2016,400000,30000,18.9,1197,82.0,5
